# Simulation data produced by HOMEO---the homeostat simulation program
# Data printed on: 2013-05-29 10:53:55.895793
# There were exactly 4 units in this simulation
Unit-1,Unit-1_unisel,Unit-2,Unit-2_unisel,Unit-3,Unit-3_unisel,Unit-4,Unit-4_unisel,
257,-0.81129000,0.00000000,2.12672000,0.00000000,0.28431000,0.00000000,-0.28125000,0.00000000
258,-0.83263000,0.00000000,2.18000000,0.00000000,0.28959000,0.00000000,-0.29433000,0.00000000
259,-0.80805000,0.00000000,2.20619000,0.00000000,0.31831000,0.00000000,-0.29982000,0.00000000
260,-0.79816000,0.00000000,2.21176000,0.00000000,0.35564000,0.00000000,-0.30526000,0.00000000
261,-0.80429000,0.00000000,2.24884000,0.00000000,0.35931000,0.00000000,-0.31137000,0.00000000
262,-0.78874000,0.00000000,2.26351000,0.00000000,0.37550000,0.00000000,-0.31834000,0.00000000
263,-0.77486000,0.00000000,2.28510000,0.00000000,0.40129000,0.00000000,-0.32219000,0.00000000
264,-0.76602000,0.00000000,2.31300000,0.00000000,0.43859000,0.00000000,-0.34114000,0.00000000
265,-0.74714000,0.00000000,2.31350000,0.00000000,0.45856000,0.00000000,-0.35806000,0.00000000
266,-0.74643000,0.00000000,2.30981000,0.00000000,0.47677000,0.00000000,-0.36872000,0.00000000
267,-0.73119000,0.00000000,2.31351000,0.00000000,0.50138000,0.00000000,-0.37883000,0.00000000
268,-0.72526000,0.00000000,2.31250000,0.00000000,0.51418000,0.00000000,-0.38486000,0.00000000
269,-0.69691000,0.00000000,2.32648000,0.00000000,0.51610000,0.00000000,-0.39038000,0.00000000
270,-0.68240000,0.00000000,2.32631000,0.00000000,0.53860000,0.00000000,-0.39001000,0.00000000
271,-0.67214000,0.00000000,2.35548000,0.00000000,0.55762000,0.00000000,-0.39741000,0.00000000
272,-0.65862000,0.00000000,2.36546000,0.00000000,0.56704000,0.00000000,-0.40589000,0.00000000
273,-0.63075000,0.00000000,2.35738000,0.00000000,0.56039000,0.00000000,-0.41698000,0.00000000
274,-0.62412000,0.00000000,2.36479000,0.00000000,0.57369000,0.00000000,-0.42897000,0.00000000
275,-0.62171000,0.00000000,2.33008000,0.00000000,0.58191000,0.00000000,-0.42846000,0.00000000
276,-0.61034000,0.00000000,2.31970000,0.00000000,0.59568000,0.00000000,-0.44128000,0.00000000
277,-0.60402000,0.00000000,2.31922000,0.00000000,0.59787000,0.00000000,-0.45000000,0.00000000
278,-0.60812000,0.00000000,2.32360000,0.00000000,0.62265000,0.00000000,-0.46285000,0.00000000
279,-0.60788000,0.00000000,2.29778000,0.00000000,0.63880000,0.00000000,-0.45767000,0.00000000
280,-0.60897000,0.00000000,2.30652000,0.00000000,0.63974000,0.00000000,-0.47156000,0.00000000
281,-0.62163000,0.00000000,2.28661000,0.00000000,0.66218000,0.00000000,-0.48218000,0.00000000
282,-0.59985000,0.00000000,2.28261000,0.00000000,0.66749000,0.00000000,-0.50168000,0.00000000
283,-0.58522000,0.00000000,2.23266000,0.00000000,0.69103000,0.00000000,-0.52313000,0.00000000
284,-0.58478000,0.00000000,2.22940000,0.00000000,0.69877000,0.00000000,-0.53162000,0.00000000
285,-0.59207000,0.00000000,2.19695000,0.00000000,0.70150000,0.00000000,-0.54179000,0.00000000
286,-0.56756000,0.00000000,2.23081000,0.00000000,0.71090000,0.00000000,-0.55484000,0.00000000
287,-0.54872000,0.00000000,2.22590000,0.00000000,0.72095000,0.00000000,-0.56778000,0.00000000
288,-0.56123000,0.00000000,2.20843000,0.00000000,0.71982000,0.00000000,-0.57761000,0.00000000
289,-0.56518000,0.00000000,2.23359000,0.00000000,0.72814000,0.00000000,-0.59789000,0.00000000
290,-0.52903000,0.00000000,2.23789000,0.00000000,0.73030000,0.00000000,-0.61093000,0.00000000
291,-0.53569000,0.00000000,2.22766000,0.00000000,0.72949000,0.00000000,-0.63432000,0.00000000
292,-0.54737000,0.00000000,2.25105000,0.00000000,0.74851000,0.00000000,-0.64289000,0.00000000
293,-0.53486000,0.00000000,2.24991000,0.00000000,0.76356000,0.00000000,-0.65064000,0.00000000
294,-0.51835000,0.00000000,2.19855000,0.00000000,0.76933000,0.00000000,-0.66162000,0.00000000
295,-0.50366000,0.00000000,2.21634000,0.00000000,0.76769000,0.00000000,-0.67746000,0.00000000
296,-0.49295000,0.00000000,2.22736000,0.00000000,0.76245000,0.00000000,-0.69194000,0.00000000
297,-0.49725000,0.00000000,2.23250000,0.00000000,0.79702000,0.00000000,-0.70208000,0.00000000
298,-0.46591000,0.00000000,2.24640000,0.00000000,0.80767000,0.00000000,-0.71355000,0.00000000
299,-0.45419000,0.00000000,2.23725000,0.00000000,0.80953000,0.00000000,-0.73410000,0.00000000
300,-0.44607000,0.00000000,2.25175000,0.00000000,0.81216000,0.00000000,-0.75091000,0.00000000
301,-0.43010000,0.00000000,2.21708000,0.00000000,0.83856000,0.00000000,-0.75036000,0.00000000
302,-0.41351000,0.00000000,2.21439000,0.00000000,0.84413000,0.00000000,-0.76093000,0.00000000
303,-0.39983000,0.00000000,2.20615000,0.00000000,0.85361000,0.00000000,-0.76633000,0.00000000
304,-0.38623000,0.00000000,2.22047000,0.00000000,0.87553000,0.00000000,-0.77347000,0.00000000
305,-0.35756000,0.00000000,2.18487000,0.00000000,0.90191000,0.00000000,-0.78312000,0.00000000
306,-0.36116000,0.00000000,2.18197000,0.00000000,0.89817000,0.00000000,-0.79617000,0.00000000
307,-0.36566000,0.00000000,2.20048000,0.00000000,0.90948000,0.00000000,-0.81571000,0.00000000
308,-0.35690000,0.00000000,2.19720000,0.00000000,0.93818000,0.00000000,-0.83340000,0.00000000
309,-0.34072000,0.00000000,2.21925000,0.00000000,0.95191000,0.00000000,-0.84463000,0.00000000
310,-0.33506000,0.00000000,2.22779000,0.00000000,0.95936000,0.00000000,-0.86479000,0.00000000
311,-0.33795000,0.00000000,2.23124000,0.00000000,0.95846000,0.00000000,-0.87425000,0.00000000
312,-0.32359000,0.00000000,2.23378000,0.00000000,0.95036000,0.00000000,-0.89234000,0.00000000
313,-0.32537000,0.00000000,2.24349000,0.00000000,0.95396000,0.00000000,-0.90154000,0.00000000
314,-0.31135000,0.00000000,2.24501000,0.00000000,0.94667000,0.00000000,-0.91317000,0.00000000
315,-0.30698000,0.00000000,2.23891000,0.00000000,0.94279000,0.00000000,-0.92875000,0.00000000
316,-0.30505000,0.00000000,2.23876000,0.00000000,0.96475000,0.00000000,-0.95137000,0.00000000
317,-0.29701000,0.00000000,2.24542000,0.00000000,0.98576000,0.00000000,-0.96679000,0.00000000
318,-0.28045000,0.00000000,2.25000000,0.00000000,1.02383000,0.00000000,-0.97464000,0.00000000
319,-0.26570000,0.00000000,2.22971000,0.00000000,1.03663000,0.00000000,-0.99243000,0.00000000
320,-0.24523000,0.00000000,2.22714000,0.00000000,1.04823000,0.00000000,-1.00619000,0.00000000
321,-0.21243000,0.00000000,2.22104000,0.00000000,1.05206000,0.00000000,-1.01585000,0.00000000
322,-0.19662000,0.00000000,2.20475000,0.00000000,1.07021000,0.00000000,-1.03050000,0.00000000
323,-0.17813000,0.00000000,2.18819000,0.00000000,1.11137000,0.00000000,-1.03762000,0.00000000
324,-0.16424000,0.00000000,2.15566000,0.00000000,1.13704000,0.00000000,-1.05981000,0.00000000
325,-0.15008000,0.00000000,2.14491000,0.00000000,1.15684000,0.00000000,-1.06408000,0.00000000
326,-0.13949000,0.00000000,2.13682000,0.00000000,1.17303000,0.00000000,-1.08523000,0.00000000
327,-0.10801000,0.00000000,2.11970000,0.00000000,1.18144000,0.00000000,-1.10372000,0.00000000
328,-0.08073000,0.00000000,2.12826000,0.00000000,1.16904000,0.00000000,-1.10628000,0.00000000
329,-0.04328000,0.00000000,2.10821000,0.00000000,1.20662000,0.00000000,-1.12954000,0.00000000
330,-0.02668000,0.00000000,2.11039000,0.00000000,1.21198000,0.00000000,-1.15409000,0.00000000
331,-0.01663000,0.00000000,2.13870000,0.00000000,1.20907000,0.00000000,-1.15767000,0.00000000
332,0.00382000,0.00000000,2.15090000,0.00000000,1.21628000,0.00000000,-1.16927000,0.00000000
333,0.02268000,0.00000000,2.12788000,0.00000000,1.22289000,0.00000000,-1.18556000,0.00000000
334,0.04820000,0.00000000,2.10944000,0.00000000,1.23556000,0.00000000,-1.20230000,0.00000000
335,0.08125000,0.00000000,2.11576000,0.00000000,1.26139000,0.00000000,-1.22731000,0.00000000
336,0.12592000,0.00000000,2.09046000,0.00000000,1.28867000,0.00000000,-1.24050000,0.00000000
337,0.13150000,0.00000000,2.06468000,0.00000000,1.30525000,0.00000000,-1.26115000,0.00000000
338,0.15744000,0.00000000,2.05696000,0.00000000,1.32352000,0.00000000,-1.27726000,0.00000000
339,0.15909000,0.00000000,2.04737000,0.00000000,1.31308000,0.00000000,-1.28152000,0.00000000
340,0.18711000,0.00000000,2.05967000,0.00000000,1.32291000,0.00000000,-1.30073000,0.00000000
341,0.21367000,0.00000000,2.05473000,0.00000000,1.34526000,0.00000000,-1.31007000,0.00000000
342,0.22727000,0.00000000,2.05784000,0.00000000,1.36416000,0.00000000,-1.33067000,0.00000000
343,0.24892000,0.00000000,2.00920000,0.00000000,1.37518000,0.00000000,-1.34974000,0.00000000
344,0.26643000,0.00000000,1.95536000,0.00000000,1.40343000,0.00000000,-1.37079000,0.00000000
345,0.30061000,0.00000000,1.93578000,0.00000000,1.40472000,0.00000000,-1.38251000,0.00000000
346,0.30869000,0.00000000,1.92511000,0.00000000,1.41053000,0.00000000,-1.40956000,0.00000000
347,0.31648000,0.00000000,1.92595000,0.00000000,1.42955000,0.00000000,-1.43574000,0.00000000
348,0.32887000,0.00000000,1.90658000,0.00000000,1.42963000,0.00000000,-1.45083000,0.00000000
349,0.33478000,0.00000000,1.90312000,0.00000000,1.45547000,0.00000000,-1.46479000,0.00000000
350,0.34302000,0.00000000,1.89135000,0.00000000,1.47059000,0.00000000,-1.48424000,0.00000000
351,0.35908000,0.00000000,1.85937000,0.00000000,1.49550000,0.00000000,-1.50675000,0.00000000
352,0.39521000,0.00000000,1.82274000,0.00000000,1.49451000,0.00000000,-1.52276000,0.00000000
353,0.40760000,0.00000000,1.80332000,0.00000000,1.50754000,0.00000000,-1.53943000,0.00000000
354,0.42997000,0.00000000,1.78287000,0.00000000,1.50891000,0.00000000,-1.55292000,0.00000000
355,0.46601000,0.00000000,1.76644000,0.00000000,1.51455000,0.00000000,-1.56114000,0.00000000
356,0.50549000,0.00000000,1.74576000,0.00000000,1.50988000,0.00000000,-1.58104000,0.00000000
357,0.53030000,0.00000000,1.74503000,0.00000000,1.53549000,0.00000000,-1.59526000,0.00000000
358,0.52944000,0.00000000,1.71774000,0.00000000,1.55530000,0.00000000,-1.60965000,0.00000000
359,0.56442000,0.00000000,1.71534000,0.00000000,1.58966000,0.00000000,-1.62556000,0.00000000
360,0.59318000,0.00000000,1.70784000,0.00000000,1.61321000,0.00000000,-1.63521000,0.00000000
361,0.61973000,0.00000000,1.67432000,0.00000000,1.63876000,0.00000000,-1.65227000,0.00000000
362,0.61621000,0.00000000,1.66843000,0.00000000,1.64746000,0.00000000,-1.66526000,0.00000000
363,0.64046000,0.00000000,1.65332000,0.00000000,1.66018000,0.00000000,-1.68138000,0.00000000
364,0.63695000,0.00000000,1.62649000,0.00000000,1.67056000,0.00000000,-1.70377000,0.00000000
365,0.67001000,0.00000000,1.60075000,0.00000000,1.69265000,0.00000000,-1.71004000,0.00000000
366,0.69035000,0.00000000,1.59260000,0.00000000,1.70159000,0.00000000,-1.73134000,0.00000000
367,0.70769000,0.00000000,1.57403000,0.00000000,1.71180000,0.00000000,-1.75367000,0.00000000
368,0.71939000,0.00000000,1.54367000,0.00000000,1.71854000,0.00000000,-1.76540000,0.00000000
369,0.72889000,0.00000000,1.53718000,0.00000000,1.73738000,0.00000000,-1.79168000,0.00000000
370,0.74867000,0.00000000,1.54923000,0.00000000,1.74594000,0.00000000,-1.82314000,0.00000000
371,0.77563000,0.00000000,1.54608000,0.00000000,1.75155000,0.00000000,-1.84155000,0.00000000
372,0.80464000,0.00000000,1.54832000,0.00000000,1.75579000,0.00000000,-1.86326000,0.00000000
373,0.84185000,0.00000000,1.51488000,0.00000000,1.78257000,0.00000000,-1.87686000,0.00000000
374,0.84143000,0.00000000,1.47429000,0.00000000,1.80684000,0.00000000,-1.90408000,0.00000000
375,0.86308000,0.00000000,1.48885000,0.00000000,1.84693000,0.00000000,-1.92919000,0.00000000
376,0.88879000,0.00000000,1.47916000,0.00000000,1.84415000,0.00000000,-1.95559000,0.00000000
377,0.89291000,0.00000000,1.48139000,0.00000000,1.85907000,0.00000000,-1.97965000,0.00000000
378,0.90636000,0.00000000,1.47926000,0.00000000,1.86763000,0.00000000,-1.99773000,0.00000000
379,0.92137000,0.00000000,1.46434000,0.00000000,1.89165000,0.00000000,-2.01362000,0.00000000
380,0.94302000,0.00000000,1.43075000,0.00000000,1.89902000,0.00000000,-2.04534000,0.00000000
381,0.97351000,0.00000000,1.41866000,0.00000000,1.91230000,0.00000000,-2.06051000,0.00000000
382,0.99300000,0.00000000,1.40339000,0.00000000,1.92288000,0.00000000,-2.08173000,0.00000000
383,1.00601000,0.00000000,1.39837000,0.00000000,1.92779000,0.00000000,-2.09404000,0.00000000
384,1.01609000,0.00000000,1.36323000,0.00000000,1.91919000,0.00000000,-2.11223000,0.00000000
385,1.04550000,0.00000000,1.37356000,0.00000000,1.95276000,0.00000000,-2.13714000,0.00000000
386,1.07849000,0.00000000,1.37089000,0.00000000,1.95437000,0.00000000,-2.15697000,0.00000000
387,1.10396000,0.00000000,1.37652000,0.00000000,1.96663000,0.00000000,-2.17848000,0.00000000
388,1.13189000,0.00000000,1.36817000,0.00000000,1.97405000,0.00000000,-2.19371000,0.00000000
389,1.11935000,0.00000000,1.34635000,0.00000000,1.99207000,0.00000000,-2.20512000,0.00000000
390,1.13589000,0.00000000,1.32988000,0.00000000,1.98877000,0.00000000,-2.22567000,0.00000000
391,1.17546000,0.00000000,1.30417000,0.00000000,2.00786000,0.00000000,-2.25187000,0.00000000
392,1.19644000,0.00000000,1.29163000,0.00000000,2.01206000,0.00000000,-2.26861000,0.00000000
393,1.20148000,0.00000000,1.26858000,0.00000000,2.01011000,0.00000000,-2.29774000,0.00000000
394,1.24102000,0.00000000,1.26862000,0.00000000,2.01725000,0.00000000,-2.30776000,0.00000000
395,1.26532000,0.00000000,1.24791000,0.00000000,2.03899000,0.00000000,-2.32707000,0.00000000
396,1.29363000,0.00000000,1.19926000,0.00000000,2.06409000,0.00000000,-2.34670000,0.00000000
397,1.31010000,0.00000000,1.19659000,0.00000000,2.04809000,0.00000000,-2.36817000,0.00000000
398,1.31704000,0.00000000,1.19334000,0.00000000,2.05792000,0.00000000,-2.37847000,0.00000000
399,1.35067000,0.00000000,1.17323000,0.00000000,2.05696000,0.00000000,-2.40177000,0.00000000
400,1.37595000,0.00000000,1.13737000,0.00000000,2.05277000,0.00000000,-2.42468000,0.00000000
401,1.41039000,0.00000000,1.12884000,0.00000000,2.05023000,0.00000000,-2.44122000,0.00000000
402,1.44424000,0.00000000,1.09840000,0.00000000,2.04693000,0.00000000,-2.46526000,0.00000000
403,1.45154000,0.00000000,1.06633000,0.00000000,2.05798000,0.00000000,-2.48739000,0.00000000
404,1.47335000,0.00000000,1.01706000,0.00000000,2.07432000,0.00000000,-2.50886000,0.00000000
405,1.47357000,0.00000000,0.96344000,0.00000000,2.07716000,0.00000000,-2.53176000,0.00000000
406,1.47281000,0.00000000,0.96011000,0.00000000,2.07807000,0.00000000,-2.54779000,0.00000000
407,1.46770000,0.00000000,0.91042000,0.00000000,2.08861000,0.00000000,-2.56194000,0.00000000
408,1.48568000,0.00000000,0.89201000,0.00000000,2.09620000,0.00000000,-2.58067000,0.00000000
409,1.51197000,0.00000000,0.87047000,0.00000000,2.08973000,0.00000000,-2.61654000,0.00000000
410,1.52687000,0.00000000,0.85851000,0.00000000,2.10763000,0.00000000,-2.63950000,0.00000000
411,1.56671000,0.00000000,0.81805000,0.00000000,2.12722000,0.00000000,-2.66304000,0.00000000
412,1.59003000,0.00000000,0.75821000,0.00000000,2.11353000,0.00000000,-2.68443000,0.00000000
413,1.62183000,0.00000000,0.72275000,0.00000000,2.12961000,0.00000000,-2.70279000,0.00000000
414,1.65494000,0.00000000,0.70436000,0.00000000,2.13295000,0.00000000,-2.72500000,0.00000000
415,1.68296000,0.00000000,0.69017000,0.00000000,2.13600000,0.00000000,-2.74297000,0.00000000
416,1.70926000,0.00000000,0.67529000,0.00000000,2.12758000,0.00000000,-2.76273000,0.00000000
417,1.73319000,0.00000000,0.62382000,0.00000000,2.14671000,0.00000000,-2.78374000,0.00000000
418,1.75139000,0.00000000,0.60885000,0.00000000,2.17560000,0.00000000,-2.79610000,0.00000000
419,1.77344000,0.00000000,0.57325000,0.00000000,2.18254000,0.00000000,-2.81838000,0.00000000
420,1.78445000,0.00000000,0.55648000,0.00000000,2.20505000,0.00000000,-2.83799000,0.00000000
421,1.81929000,0.00000000,0.53486000,0.00000000,2.21850000,0.00000000,-2.85748000,0.00000000
422,1.82807000,0.00000000,0.51179000,0.00000000,2.21321000,0.00000000,-2.88297000,0.00000000
423,1.85568000,0.00000000,0.48678000,0.00000000,2.23177000,0.00000000,-2.90086000,0.00000000
424,1.88026000,0.00000000,0.42120000,0.00000000,2.25320000,0.00000000,-2.92003000,0.00000000
425,1.92230000,0.00000000,0.38600000,0.00000000,2.27138000,0.00000000,-2.93970000,0.00000000
426,1.94775000,0.00000000,0.37104000,0.00000000,2.27789000,0.00000000,-2.95339000,0.00000000
427,1.95290000,0.00000000,0.36030000,0.00000000,2.29413000,0.00000000,-2.97586000,0.00000000
428,1.95793000,0.00000000,0.36210000,0.00000000,2.29804000,0.00000000,-2.99103000,0.00000000
429,1.99261000,0.00000000,0.34742000,0.00000000,2.31630000,0.00000000,-3.00956000,0.00000000
430,2.01301000,0.00000000,0.30129000,0.00000000,2.33386000,0.00000000,-3.02854000,0.00000000
431,2.03105000,0.00000000,0.27550000,0.00000000,2.33991000,0.00000000,-3.05764000,0.00000000
432,2.05345000,0.00000000,0.23261000,0.00000000,2.34035000,0.00000000,-3.07155000,0.00000000
433,2.07531000,0.00000000,0.18110000,0.00000000,2.34960000,0.00000000,-3.08994000,0.00000000
434,2.11235000,0.00000000,0.15903000,0.00000000,2.32335000,0.00000000,-3.10770000,0.00000000
435,2.12430000,0.00000000,0.14548000,0.00000000,2.32822000,0.00000000,-3.12584000,0.00000000
436,2.14250000,0.00000000,0.11249000,0.00000000,2.34656000,0.00000000,-3.15032000,0.00000000
437,2.16651000,0.00000000,0.07494000,0.00000000,2.34977000,0.00000000,-3.16833000,0.00000000
438,2.19275000,0.00000000,0.04774000,0.00000000,2.35462000,0.00000000,-3.18459000,0.00000000
439,2.20845000,0.00000000,0.05314000,0.00000000,2.37242000,0.00000000,-3.19960000,0.00000000
440,2.23613000,0.00000000,0.01944000,0.00000000,2.37946000,0.00000000,-3.21965000,0.00000000
441,2.23986000,0.00000000,0.00022000,0.00000000,2.36798000,0.00000000,-3.23843000,0.00000000
442,2.26649000,0.00000000,-0.02054000,0.00000000,2.35905000,0.00000000,-3.26017000,0.00000000
443,2.30606000,0.00000000,-0.01635000,0.00000000,2.34916000,0.00000000,-3.28067000,0.00000000
444,2.32682000,0.00000000,-0.03631000,0.00000000,2.33053000,0.00000000,-3.30073000,0.00000000
445,2.36255000,0.00000000,-0.09738000,0.00000000,2.32192000,0.00000000,-3.31923000,0.00000000
446,2.39274000,0.00000000,-0.12985000,0.00000000,2.33177000,0.00000000,-3.34892000,0.00000000
447,2.39774000,0.00000000,-0.14515000,0.00000000,2.32364000,0.00000000,-3.35974000,0.00000000
448,2.41071000,0.00000000,-0.14736000,0.00000000,2.32231000,0.00000000,-3.37544000,0.00000000
449,2.42664000,0.00000000,-0.15072000,0.00000000,2.32073000,0.00000000,-3.39709000,0.00000000
450,2.45163000,0.00000000,-0.19396000,0.00000000,2.32436000,0.00000000,-3.41084000,0.00000000
451,2.48981000,0.00000000,-0.22984000,0.00000000,2.33924000,0.00000000,-3.42571000,0.00000000
452,2.49100000,0.00000000,-0.25799000,0.00000000,2.32640000,0.00000000,-3.43992000,0.00000000
453,2.50904000,0.00000000,-0.30785000,0.00000000,2.31601000,0.00000000,-3.45754000,0.00000000
454,2.52416000,0.00000000,-0.35061000,0.00000000,2.30263000,0.00000000,-3.47438000,0.00000000
455,2.54219000,0.00000000,-0.38664000,0.00000000,2.29592000,0.00000000,-3.48824000,0.00000000
456,2.56666000,0.00000000,-0.40765000,0.00000000,2.29359000,0.00000000,-3.50920000,0.00000000
457,2.57436000,0.00000000,-0.45150000,0.00000000,2.30116000,0.00000000,-3.53065000,0.00000000
458,2.61319000,0.00000000,-0.47615000,0.00000000,2.29394000,0.00000000,-3.55152000,0.00000000
459,2.62078000,0.00000000,-0.47937000,0.00000000,2.28704000,0.00000000,-3.56765000,0.00000000
460,2.64894000,0.00000000,-0.47002000,0.00000000,2.27079000,0.00000000,-3.58537000,0.00000000
461,2.66347000,0.00000000,-0.50412000,0.00000000,2.25667000,0.00000000,-3.60229000,0.00000000
462,2.67551000,0.00000000,-0.53345000,0.00000000,2.24695000,0.00000000,-3.61984000,0.00000000
463,2.68513000,0.00000000,-0.57023000,0.00000000,2.24552000,0.00000000,-3.62856000,0.00000000
464,2.70777000,0.00000000,-0.61318000,0.00000000,2.23815000,0.00000000,-3.65296000,0.00000000
465,2.73827000,0.00000000,-0.61247000,0.00000000,2.24040000,0.00000000,-3.67367000,0.00000000
466,2.75779000,0.00000000,-0.65032000,0.00000000,2.26025000,0.00000000,-3.68343000,0.00000000
467,2.76872000,0.00000000,-0.67129000,0.00000000,2.24817000,0.00000000,-3.70380000,0.00000000
468,2.80579000,0.00000000,-0.68264000,0.00000000,2.23620000,0.00000000,-3.72243000,0.00000000
469,2.81678000,0.00000000,-0.72443000,0.00000000,2.22816000,0.00000000,-3.72548000,0.00000000
470,2.82450000,0.00000000,-0.76427000,0.00000000,2.21078000,0.00000000,-3.73543000,0.00000000
471,2.81943000,0.00000000,-0.75211000,0.00000000,2.20373000,0.00000000,-3.74649000,0.00000000
472,2.83425000,0.00000000,-0.81080000,0.00000000,2.18319000,0.00000000,-3.76084000,0.00000000
473,2.84702000,0.00000000,-0.84258000,0.00000000,2.15512000,0.00000000,-3.76690000,0.00000000
474,2.83766000,0.00000000,-0.88169000,0.00000000,2.14740000,0.00000000,-3.78173000,0.00000000
475,2.83702000,0.00000000,-0.94845000,0.00000000,2.13017000,0.00000000,-3.80048000,0.00000000
476,2.84608000,0.00000000,-0.96893000,0.00000000,2.10340000,0.00000000,-3.81666000,0.00000000
477,2.87145000,0.00000000,-0.99216000,0.00000000,2.09855000,0.00000000,-3.83139000,0.00000000
478,2.90706000,0.00000000,-1.00929000,0.00000000,2.09080000,0.00000000,-3.84865000,0.00000000
479,2.92177000,0.00000000,-1.04371000,0.00000000,2.06286000,0.00000000,-3.85452000,0.00000000
480,2.93380000,0.00000000,-1.07283000,0.00000000,2.03474000,0.00000000,-3.86716000,0.00000000
481,2.94807000,0.00000000,-1.09157000,0.00000000,2.02599000,0.00000000,-3.87502000,0.00000000
482,2.95526000,0.00000000,-1.09090000,0.00000000,2.01925000,0.00000000,-3.88765000,0.00000000
483,2.94135000,0.00000000,-1.14077000,0.00000000,2.00362000,0.00000000,-3.89228000,0.00000000
484,2.95080000,0.00000000,-1.15926000,0.00000000,1.98812000,0.00000000,-3.90707000,0.00000000
485,2.97741000,0.00000000,-1.17817000,0.00000000,2.00195000,0.00000000,-3.91326000,0.00000000
486,3.00891000,0.00000000,-1.22827000,0.00000000,1.98322000,0.00000000,-3.92365000,0.00000000
487,3.02797000,0.00000000,-1.25908000,0.00000000,1.97505000,0.00000000,-3.93376000,0.00000000
488,3.05518000,0.00000000,-1.29111000,0.00000000,1.95371000,0.00000000,-3.94279000,0.00000000
489,3.08843000,0.00000000,-1.33624000,0.00000000,1.93984000,0.00000000,-3.95761000,0.00000000
490,3.09703000,0.00000000,-1.37374000,0.00000000,1.92218000,0.00000000,-3.96702000,0.00000000
491,3.11774000,0.00000000,-1.44682000,0.00000000,1.90477000,0.00000000,-3.97886000,0.00000000
492,3.13833000,0.00000000,-1.46200000,0.00000000,1.89389000,0.00000000,-3.99055000,0.00000000
493,3.14239000,0.00000000,-1.48930000,0.00000000,1.88835000,0.00000000,-4.00166000,0.00000000
494,3.15434000,0.00000000,-1.51826000,0.00000000,1.86706000,0.00000000,-4.00819000,0.00000000
495,3.15664000,0.00000000,-1.55641000,0.00000000,1.84348000,0.00000000,-4.02264000,0.00000000
496,3.17533000,0.00000000,-1.60417000,0.00000000,1.81953000,0.00000000,-4.03165000,0.00000000
497,3.17547000,0.00000000,-1.64487000,0.00000000,1.80059000,0.00000000,-4.03439000,0.00000000
498,3.19933000,0.00000000,-1.69287000,0.00000000,1.77420000,0.00000000,-4.04895000,0.00000000
499,3.19961000,0.00000000,-1.73303000,0.00000000,1.77951000,0.00000000,-4.06321000,0.00000000
500,3.20272000,0.00000000,-1.76809000,0.00000000,1.78249000,0.00000000,-4.06661000,0.00000000
501,3.23168000,0.00000000,-1.81878000,0.00000000,1.77023000,0.00000000,-4.06982000,0.00000000
502,3.24978000,0.00000000,-1.87310000,0.00000000,1.77322000,0.00000000,-4.07513000,0.00000000
503,3.27562000,0.00000000,-1.91051000,0.00000000,1.74644000,0.00000000,-4.09443000,0.00000000
504,3.29392000,0.00000000,-1.93640000,0.00000000,1.72082000,0.00000000,-4.10008000,0.00000000
505,3.27912000,0.00000000,-1.95994000,0.00000000,1.71514000,0.00000000,-4.10714000,0.00000000
506,3.28375000,0.00000000,-2.00000000,0.00000000,1.69586000,0.00000000,-4.11208000,0.00000000
507,3.30313000,0.00000000,-2.03066000,0.00000000,1.64373000,0.00000000,-4.12928000,0.00000000
508,3.30052000,0.00000000,-2.08631000,0.00000000,1.63452000,0.00000000,-4.13767000,0.00000000
509,3.31269000,0.00000000,-2.13679000,0.00000000,1.59181000,0.00000000,-4.14225000,0.00000000
510,3.31928000,0.00000000,-2.14824000,0.00000000,1.55534000,0.00000000,-4.14949000,0.00000000
511,3.31936000,0.00000000,-2.18110000,0.00000000,1.51259000,0.00000000,-4.15238000,0.00000000
512,3.33329000,0.00000000,-2.20462000,0.00000000,1.49924000,0.00000000,-4.16277000,0.00000000
513,3.32058000,0.00000000,-2.23883000,0.00000000,1.48916000,0.00000000,-4.16967000,0.00000000
514,3.32511000,0.00000000,-2.29593000,0.00000000,1.47874000,0.00000000,-4.16663000,0.00000000
515,3.35406000,0.00000000,-2.34274000,0.00000000,1.46442000,0.00000000,-4.17275000,0.00000000
516,3.34956000,0.00000000,-2.35288000,0.00000000,1.44063000,0.00000000,-4.18256000,0.00000000
517,3.35744000,0.00000000,-2.38481000,0.00000000,1.42142000,0.00000000,-4.19051000,0.00000000
518,3.35474000,0.00000000,-2.42664000,0.00000000,1.38461000,0.00000000,-4.18938000,0.00000000
519,3.37125000,0.00000000,-2.46916000,0.00000000,1.35499000,0.00000000,-4.19752000,0.00000000
520,3.35753000,0.00000000,-2.48446000,0.00000000,1.35574000,0.00000000,-4.19838000,0.00000000
521,3.37670000,0.00000000,-2.50928000,0.00000000,1.32003000,0.00000000,-4.20878000,0.00000000
522,3.36760000,0.00000000,-2.56177000,0.00000000,1.30504000,0.00000000,-4.20650000,0.00000000
523,3.37738000,0.00000000,-2.61368000,0.00000000,1.25302000,0.00000000,-4.21345000,0.00000000
524,3.37911000,0.00000000,-2.66166000,0.00000000,1.22024000,0.00000000,-4.21790000,0.00000000
