# Simulation data produced by HOMEO---the homeostat simulation program
# Data printed on: 2013-05-29 10:53:55.895793
# There were exactly 4 units in this simulation
Unit-1,Unit-1_unisel,Unit-2,Unit-2_unisel,Unit-3,Unit-3_unisel,Unit-4,Unit-4_unisel,
94,-0.61478000,0.00000000,0.59447000,0.00000000,-0.51464000,0.00000000,-0.28145000,0.00000000
95,-0.63034000,0.00000000,0.59960000,0.00000000,-0.52769000,0.00000000,-0.29033000,0.00000000
96,-0.63200000,0.00000000,0.62028000,0.00000000,-0.51732000,0.00000000,-0.29061000,0.00000000
97,-0.66034000,0.00000000,0.61822000,0.00000000,-0.51844000,0.00000000,-0.28962000,0.00000000
98,-0.67582000,0.00000000,0.60446000,0.00000000,-0.51825000,0.00000000,-0.28966000,0.00000000
99,-0.67397000,0.00000000,0.63685000,0.00000000,-0.50805000,0.00000000,-0.28404000,0.00000000
100,-0.68071000,0.00000000,0.63127000,0.00000000,-0.51464000,0.00000000,-0.26963000,0.00000000
101,-0.67120000,0.00000000,0.64388000,0.00000000,-0.52400000,0.00000000,-0.26735000,0.00000000
102,-0.68866000,0.00000000,0.64415000,0.00000000,-0.52857000,0.00000000,-0.27093000,0.00000000
103,-0.68815000,0.00000000,0.63341000,0.00000000,-0.50766000,0.00000000,-0.25440000,0.00000000
104,-0.67459000,0.00000000,0.63959000,0.00000000,-0.53727000,0.00000000,-0.25464000,0.00000000
105,-0.65638000,0.00000000,0.64387000,0.00000000,-0.54604000,0.00000000,-0.24716000,0.00000000
106,-0.64781000,0.00000000,0.64881000,0.00000000,-0.55141000,0.00000000,-0.23623000,0.00000000
107,-0.65540000,0.00000000,0.66507000,0.00000000,-0.53865000,0.00000000,-0.22783000,0.00000000
108,-0.66135000,0.00000000,0.65844000,0.00000000,-0.53352000,0.00000000,-0.23248000,0.00000000
109,-0.68612000,0.00000000,0.66768000,0.00000000,-0.54021000,0.00000000,-0.23916000,0.00000000
110,-0.67504000,0.00000000,0.67091000,0.00000000,-0.55643000,0.00000000,-0.23474000,0.00000000
111,-0.69743000,0.00000000,0.68331000,0.00000000,-0.56784000,0.00000000,-0.23461000,0.00000000
112,-0.72269000,0.00000000,0.69516000,0.00000000,-0.55284000,0.00000000,-0.23504000,0.00000000
113,-0.73294000,0.00000000,0.72500000,0.00000000,-0.56411000,0.00000000,-0.23598000,0.00000000
114,-0.73263000,0.00000000,0.75026000,0.00000000,-0.55938000,0.00000000,-0.23323000,0.00000000
115,-0.76438000,0.00000000,0.75700000,0.00000000,-0.54828000,0.00000000,-0.22209000,0.00000000
116,-0.77500000,0.00000000,0.77290000,0.00000000,-0.53732000,0.00000000,-0.21996000,0.00000000
117,-0.78612000,0.00000000,0.77878000,0.00000000,-0.55376000,0.00000000,-0.22228000,0.00000000
118,-0.79829000,0.00000000,0.75738000,0.00000000,-0.55146000,0.00000000,-0.21969000,0.00000000
119,-0.79903000,0.00000000,0.72481000,0.00000000,-0.53467000,0.00000000,-0.21907000,0.00000000
120,-0.82329000,0.00000000,0.74262000,0.00000000,-0.53664000,0.00000000,-0.21906000,0.00000000
121,-0.81953000,0.00000000,0.75552000,0.00000000,-0.52720000,0.00000000,-0.21950000,0.00000000
122,-0.84140000,0.00000000,0.73198000,0.00000000,-0.51857000,0.00000000,-0.21151000,0.00000000
123,-0.87710000,0.00000000,0.75150000,0.00000000,-0.47979000,0.00000000,-0.20852000,0.00000000
124,-0.88160000,0.00000000,0.79302000,0.00000000,-0.46752000,0.00000000,-0.21275000,0.00000000
125,-0.89458000,0.00000000,0.81224000,0.00000000,-0.46271000,0.00000000,-0.20536000,0.00000000
126,-0.91336000,0.00000000,0.83440000,0.00000000,-0.48459000,0.00000000,-0.20281000,0.00000000
127,-0.88592000,0.00000000,0.85494000,0.00000000,-0.47745000,0.00000000,-0.18730000,0.00000000
128,-0.87454000,0.00000000,0.86406000,0.00000000,-0.49155000,0.00000000,-0.18143000,0.00000000
129,-0.88233000,0.00000000,0.88576000,0.00000000,-0.48511000,0.00000000,-0.17641000,0.00000000
130,-0.87136000,0.00000000,0.86723000,0.00000000,-0.48475000,0.00000000,-0.16579000,0.00000000
131,-0.88349000,0.00000000,0.86979000,0.00000000,-0.50733000,0.00000000,-0.15793000,0.00000000
132,-0.87427000,0.00000000,0.90184000,0.00000000,-0.50462000,0.00000000,-0.15688000,0.00000000
133,-0.88004000,0.00000000,0.89396000,0.00000000,-0.50591000,0.00000000,-0.15652000,0.00000000
134,-0.89273000,0.00000000,0.90339000,0.00000000,-0.50868000,0.00000000,-0.14896000,0.00000000
135,-0.90316000,0.00000000,0.91672000,0.00000000,-0.49275000,0.00000000,-0.13992000,0.00000000
136,-0.90726000,0.00000000,0.90369000,0.00000000,-0.49520000,0.00000000,-0.13608000,0.00000000
137,-0.91001000,0.00000000,0.89845000,0.00000000,-0.46177000,0.00000000,-0.13942000,0.00000000
138,-0.92534000,0.00000000,0.90930000,0.00000000,-0.43231000,0.00000000,-0.14733000,0.00000000
139,-0.94294000,0.00000000,0.89761000,0.00000000,-0.39977000,0.00000000,-0.14078000,0.00000000
140,-0.94082000,0.00000000,0.90169000,0.00000000,-0.39642000,0.00000000,-0.13137000,0.00000000
141,-0.93053000,0.00000000,0.89638000,0.00000000,-0.40407000,0.00000000,-0.13774000,0.00000000
142,-0.94280000,0.00000000,0.90407000,0.00000000,-0.39105000,0.00000000,-0.12880000,0.00000000
143,-0.93714000,0.00000000,0.93315000,0.00000000,-0.39456000,0.00000000,-0.13068000,0.00000000
144,-0.91795000,0.00000000,0.93403000,0.00000000,-0.39739000,0.00000000,-0.13393000,0.00000000
145,-0.90986000,0.00000000,0.95441000,0.00000000,-0.39653000,0.00000000,-0.13763000,0.00000000
146,-0.89559000,0.00000000,0.95135000,0.00000000,-0.39773000,0.00000000,-0.13077000,0.00000000
147,-0.89354000,0.00000000,0.96654000,0.00000000,-0.40280000,0.00000000,-0.11885000,0.00000000
148,-0.87395000,0.00000000,1.00611000,0.00000000,-0.40175000,0.00000000,-0.11762000,0.00000000
149,-0.87720000,0.00000000,1.00913000,0.00000000,-0.39787000,0.00000000,-0.11407000,0.00000000
150,-0.87129000,0.00000000,1.00304000,0.00000000,-0.37352000,0.00000000,-0.11570000,0.00000000
151,-0.86730000,0.00000000,1.02384000,0.00000000,-0.35323000,0.00000000,-0.10875000,0.00000000
152,-0.88268000,0.00000000,1.03152000,0.00000000,-0.33617000,0.00000000,-0.10110000,0.00000000
153,-0.89190000,0.00000000,1.02851000,0.00000000,-0.31416000,0.00000000,-0.08992000,0.00000000
154,-0.89488000,0.00000000,1.04267000,0.00000000,-0.29207000,0.00000000,-0.08697000,0.00000000
155,-0.88088000,0.00000000,1.08535000,0.00000000,-0.30180000,0.00000000,-0.07415000,0.00000000
156,-0.88810000,0.00000000,1.11110000,0.00000000,-0.30112000,0.00000000,-0.06665000,0.00000000
157,-0.86267000,0.00000000,1.09946000,0.00000000,-0.29512000,0.00000000,-0.07216000,0.00000000
158,-0.84939000,0.00000000,1.13701000,0.00000000,-0.28254000,0.00000000,-0.06705000,0.00000000
159,-0.85879000,0.00000000,1.14144000,0.00000000,-0.28245000,0.00000000,-0.06963000,0.00000000
160,-0.87731000,0.00000000,1.13926000,0.00000000,-0.26358000,0.00000000,-0.07123000,0.00000000
161,-0.85945000,0.00000000,1.17070000,0.00000000,-0.26997000,0.00000000,-0.06978000,0.00000000
162,-0.87088000,0.00000000,1.19134000,0.00000000,-0.27108000,0.00000000,-0.06633000,0.00000000
163,-0.88487000,0.00000000,1.16887000,0.00000000,-0.26733000,0.00000000,-0.06619000,0.00000000
164,-0.88535000,0.00000000,1.18141000,0.00000000,-0.24819000,0.00000000,-0.06238000,0.00000000
165,-0.90342000,0.00000000,1.19746000,0.00000000,-0.26153000,0.00000000,-0.06914000,0.00000000
166,-0.89057000,0.00000000,1.21036000,0.00000000,-0.26349000,0.00000000,-0.07563000,0.00000000
167,-0.90856000,0.00000000,1.21438000,0.00000000,-0.25722000,0.00000000,-0.07910000,0.00000000
168,-0.91991000,0.00000000,1.24814000,0.00000000,-0.25184000,0.00000000,-0.07579000,0.00000000
169,-0.92269000,0.00000000,1.29536000,0.00000000,-0.24857000,0.00000000,-0.07651000,0.00000000
170,-0.92679000,0.00000000,1.29349000,0.00000000,-0.25542000,0.00000000,-0.08732000,0.00000000
171,-0.90549000,0.00000000,1.29413000,0.00000000,-0.26102000,0.00000000,-0.08644000,0.00000000
172,-0.90017000,0.00000000,1.27780000,0.00000000,-0.24180000,0.00000000,-0.09280000,0.00000000
173,-0.88994000,0.00000000,1.27098000,0.00000000,-0.21934000,0.00000000,-0.08444000,0.00000000
174,-0.89804000,0.00000000,1.30873000,0.00000000,-0.22866000,0.00000000,-0.08861000,0.00000000
175,-0.88750000,0.00000000,1.28688000,0.00000000,-0.21964000,0.00000000,-0.07943000,0.00000000
176,-0.89250000,0.00000000,1.32166000,0.00000000,-0.20719000,0.00000000,-0.07421323,0.00000000
177,-0.86926000,0.00000000,1.32261000,0.00000000,-0.18811000,0.00000000,-0.06682000,0.00000000
178,-0.87752000,0.00000000,1.34015000,0.00000000,-0.17400000,0.00000000,-0.06357000,0.00000000
179,-0.88421000,0.00000000,1.31136000,0.00000000,-0.17954000,0.00000000,-0.06509000,0.00000000
180,-0.88919000,0.00000000,1.32872000,0.00000000,-0.18927000,0.00000000,-0.06781000,0.00000000
181,-0.88219000,0.00000000,1.34534000,0.00000000,-0.17127000,0.00000000,-0.06461000,0.00000000
182,-0.85974000,0.00000000,1.34756000,0.00000000,-0.15699000,0.00000000,-0.05935000,0.00000000
183,-0.83619000,0.00000000,1.34398000,0.00000000,-0.14470000,0.00000000,-0.05345000,0.00000000
184,-0.82898000,0.00000000,1.37142000,0.00000000,-0.14026000,0.00000000,-0.05279000,0.00000000
185,-0.83283000,0.00000000,1.38494000,0.00000000,-0.14901000,0.00000000,-0.05636000,0.00000000
186,-0.82526000,0.00000000,1.37751000,0.00000000,-0.11616000,0.00000000,-0.06468000,0.00000000
187,-0.83086000,0.00000000,1.38546000,0.00000000,-0.10294000,0.00000000,-0.06173000,0.00000000
188,-0.83506000,0.00000000,1.38355000,0.00000000,-0.09967000,0.00000000,-0.05817000,0.00000000
189,-0.83973000,0.00000000,1.39825000,0.00000000,-0.09737000,0.00000000,-0.04744000,0.00000000
190,-0.83828000,0.00000000,1.41208000,0.00000000,-0.10195000,0.00000000,-0.04543000,0.00000000
191,-0.83152000,0.00000000,1.41082000,0.00000000,-0.10589000,0.00000000,-0.04859000,0.00000000
192,-0.85212000,0.00000000,1.41294000,0.00000000,-0.09837000,0.00000000,-0.04768000,0.00000000
193,-0.84501000,0.00000000,1.40800000,0.00000000,-0.10419000,0.00000000,-0.05213000,0.00000000
194,-0.82517000,0.00000000,1.39410000,0.00000000,-0.10691000,0.00000000,-0.05335000,0.00000000
195,-0.83532000,0.00000000,1.38229000,0.00000000,-0.10510000,0.00000000,-0.05550000,0.00000000
196,-0.85046000,0.00000000,1.39607000,0.00000000,-0.08405000,0.00000000,-0.05479000,0.00000000
197,-0.84320000,0.00000000,1.39926000,0.00000000,-0.07941000,0.00000000,-0.04979000,0.00000000
198,-0.83824000,0.00000000,1.40975000,0.00000000,-0.06662000,0.00000000,-0.05108000,0.00000000
199,-0.84169000,0.00000000,1.42701000,0.00000000,-0.07986000,0.00000000,-0.05002000,0.00000000
200,-0.85027000,0.00000000,1.44266000,0.00000000,-0.07882000,0.00000000,-0.05288000,0.00000000
201,-0.84166000,0.00000000,1.47098000,0.00000000,-0.07935000,0.00000000,-0.05014000,0.00000000
202,-0.85951000,0.00000000,1.49124000,0.00000000,-0.08647000,0.00000000,-0.04805000,0.00000000
203,-0.83674000,0.00000000,1.50758000,0.00000000,-0.07338000,0.00000000,-0.04321000,0.00000000
204,-0.82594000,0.00000000,1.50831000,0.00000000,-0.06892000,0.00000000,-0.04616000,0.00000000
205,-0.83910000,0.00000000,1.52350000,0.00000000,-0.07805000,0.00000000,-0.04721000,0.00000000
206,-0.80843000,0.00000000,1.54578000,0.00000000,-0.08075000,0.00000000,-0.04427000,0.00000000
207,-0.81589000,0.00000000,1.54409000,0.00000000,-0.07574000,0.00000000,-0.05855000,0.00000000
208,-0.80394000,0.00000000,1.54187000,0.00000000,-0.07373000,0.00000000,-0.05367000,0.00000000
209,-0.80336000,0.00000000,1.56933000,0.00000000,-0.06332000,0.00000000,-0.05056000,0.00000000
210,-0.80507000,0.00000000,1.60313000,0.00000000,-0.06048000,0.00000000,-0.05695000,0.00000000
211,-0.82168000,0.00000000,1.65139000,0.00000000,-0.05116000,0.00000000,-0.06171000,0.00000000
212,-0.80688000,0.00000000,1.65949000,0.00000000,-0.06106000,0.00000000,-0.06834000,0.00000000
213,-0.82206000,0.00000000,1.67536000,0.00000000,-0.06219000,0.00000000,-0.07743000,0.00000000
214,-0.79614000,0.00000000,1.68600000,0.00000000,-0.05024000,0.00000000,-0.08366000,0.00000000
215,-0.80568000,0.00000000,1.67254000,0.00000000,-0.04167000,0.00000000,-0.07862000,0.00000000
216,-0.82730000,0.00000000,1.69888000,0.00000000,-0.02465000,0.00000000,-0.08553000,0.00000000
217,-0.81852000,0.00000000,1.71624000,0.00000000,-0.01289000,0.00000000,-0.08740000,0.00000000
218,-0.83110000,0.00000000,1.74706000,0.00000000,0.02314000,0.00000000,-0.08443000,0.00000000
219,-0.82267000,0.00000000,1.75440000,0.00000000,0.03947000,0.00000000,-0.09664000,0.00000000
220,-0.84065000,0.00000000,1.78711000,0.00000000,0.05822000,0.00000000,-0.10428000,0.00000000
221,-0.84479000,0.00000000,1.78816000,0.00000000,0.07496000,0.00000000,-0.10729000,0.00000000
222,-0.86659000,0.00000000,1.77805000,0.00000000,0.07511000,0.00000000,-0.10990000,0.00000000
223,-0.86619000,0.00000000,1.79674000,0.00000000,0.10006000,0.00000000,-0.10749000,0.00000000
224,-0.87536000,0.00000000,1.82889000,0.00000000,0.11824000,0.00000000,-0.10461000,0.00000000
225,-0.88328000,0.00000000,1.84242000,0.00000000,0.11765000,0.00000000,-0.10867000,0.00000000
226,-0.89693000,0.00000000,1.85209000,0.00000000,0.10440000,0.00000000,-0.11113000,0.00000000
227,-0.93218000,0.00000000,1.84264000,0.00000000,0.12459000,0.00000000,-0.12249000,0.00000000
228,-0.93086000,0.00000000,1.88546000,0.00000000,0.10222000,0.00000000,-0.12445000,0.00000000
229,-0.91183000,0.00000000,1.90531000,0.00000000,0.09204000,0.00000000,-0.13385000,0.00000000
230,-0.91147000,0.00000000,1.88479000,0.00000000,0.08097000,0.00000000,-0.13801000,0.00000000
231,-0.92895000,0.00000000,1.89316000,0.00000000,0.07759000,0.00000000,-0.13523000,0.00000000
232,-0.90773000,0.00000000,1.88953000,0.00000000,0.07892000,0.00000000,-0.13334000,0.00000000
233,-0.91010000,0.00000000,1.86466000,0.00000000,0.08784000,0.00000000,-0.14049000,0.00000000
234,-0.91828000,0.00000000,1.86807000,0.00000000,0.08998000,0.00000000,-0.14771000,0.00000000
235,-0.90986000,0.00000000,1.89197000,0.00000000,0.08785000,0.00000000,-0.15122000,0.00000000
236,-0.90661000,0.00000000,1.89716000,0.00000000,0.08873000,0.00000000,-0.15624000,0.00000000
237,-0.88686000,0.00000000,1.89996000,0.00000000,0.10639000,0.00000000,-0.16081000,0.00000000
238,-0.88941000,0.00000000,1.89634000,0.00000000,0.10810000,0.00000000,-0.16802000,0.00000000
239,-0.85651000,0.00000000,1.91077000,0.00000000,0.12368000,0.00000000,-0.17686000,0.00000000
240,-0.84518000,0.00000000,1.93317000,0.00000000,0.13855000,0.00000000,-0.17642000,0.00000000
241,-0.82892000,0.00000000,1.93910000,0.00000000,0.16103000,0.00000000,-0.18999000,0.00000000
242,-0.81883000,0.00000000,1.94204000,0.00000000,0.16533000,0.00000000,-0.20108000,0.00000000
243,-0.82005000,0.00000000,1.96092000,0.00000000,0.14592000,0.00000000,-0.20305000,0.00000000
244,-0.80526000,0.00000000,1.98305000,0.00000000,0.16549000,0.00000000,-0.21779000,0.00000000
245,-0.80272000,0.00000000,2.03408000,0.00000000,0.17440000,0.00000000,-0.22561000,0.00000000
246,-0.80075000,0.00000000,2.05717000,0.00000000,0.17734000,0.00000000,-0.23527000,0.00000000
247,-0.80453000,0.00000000,2.07195000,0.00000000,0.18450000,0.00000000,-0.24194000,0.00000000
248,-0.81272000,0.00000000,2.07487000,0.00000000,0.20297000,0.00000000,-0.24620000,0.00000000
249,-0.82237000,0.00000000,2.05263000,0.00000000,0.21478000,0.00000000,-0.24508000,0.00000000
250,-0.81490000,0.00000000,2.04958000,0.00000000,0.24187000,0.00000000,-0.24889000,0.00000000
251,-0.82433000,0.00000000,2.06325000,0.00000000,0.26229000,0.00000000,-0.25282000,0.00000000
252,-0.81812000,0.00000000,2.07649000,0.00000000,0.26989000,0.00000000,-0.25709000,0.00000000
253,-0.82952000,0.00000000,2.05613000,0.00000000,0.27827000,0.00000000,-0.26754000,0.00000000
254,-0.82852000,0.00000000,2.07166000,0.00000000,0.26764000,0.00000000,-0.27954000,0.00000000
255,-0.83545000,0.00000000,2.08961000,0.00000000,0.27361000,0.00000000,-0.28167000,0.00000000
256,-0.81706000,0.00000000,2.08741000,0.00000000,0.28538000,0.00000000,-0.28200000,0.00000000
