# Simulation data produced by HOMEO---the homeostat simulation program
# Data printed on: 2013-05-31 16:32:10.471997
# There were exactly 4 units in this simulation
H1_Agent,H1_Agent_unisel,H1_Agent_weightH1_Env,H1_Env_unisel,H1_Env_weightH2_Agent,H2_Agent_unisel,H2_Agent_weightH2_Env,H2_Env_unisel,H2_Env_weight
0,-0.63664000,0.00000000,0.10000000,0.09001000,0.00000000,0.38559708,-0.36089054,0.00000000,0.10000000,0.66724870,0.00000000,0.62451104
1,-0.63966154,0.00000000,0.10000000,0.11638284,0.00000000,0.38559708,-0.36782000,0.00000000,0.10000000,0.65485717,0.00000000,0.62451104
2,-0.62481054,0.00000000,0.10000000,0.09883216,0.00000000,0.38559708,-0.36220785,0.00000000,0.10000000,0.64634607,0.00000000,0.62451104
3,-0.58828610,0.00000000,0.10000000,0.08226348,0.00000000,0.38559708,-0.34661689,0.00000000,0.10000000,0.63492843,0.00000000,0.62451104
4,-0.59788000,0.00000000,0.10000000,0.08226000,0.00000000,0.38559708,-0.34662000,0.00000000,0.10000000,0.64570729,0.00000000,0.62451104
5,-0.62000049,0.00000000,0.10000000,0.05521800,0.00000000,0.38559708,-0.33331415,0.00000000,0.10000000,0.63755485,0.00000000,0.62451104
6,-0.62001000,0.00000000,0.10000000,0.05521000,0.00000000,0.38559708,-0.33619000,0.00000000,0.10000000,0.62762741,0.00000000,0.62451104
7,-0.60544757,0.00000000,0.10000000,0.05351985,0.00000000,0.38559708,-0.33217911,0.00000000,0.10000000,0.64273354,0.00000000,0.62451104
8,-0.58831842,0.00000000,0.10000000,0.04543549,0.00000000,0.38559708,-0.32888980,0.00000000,0.10000000,0.63590730,0.00000000,0.62451104
9,-0.60828757,0.00000000,0.10000000,0.04431950,0.00000000,0.38559708,-0.33332000,0.00000000,0.10000000,0.63842000,0.00000000,0.62451104
10,-0.62434000,0.00000000,0.10000000,0.07406000,0.00000000,0.38559708,-0.32064000,0.00000000,0.10000000,0.63338000,0.00000000,0.62451104
11,-0.64232000,0.00000000,0.10000000,0.06395000,0.00000000,0.38559708,-0.31056000,0.00000000,0.10000000,0.63053000,0.00000000,0.62451104
12,-0.61351000,0.00000000,0.10000000,0.04350000,0.00000000,0.38559708,-0.27920000,0.00000000,0.10000000,0.64257000,0.00000000,0.62451104
13,-0.61452000,0.00000000,0.10000000,0.03834000,0.00000000,0.38559708,-0.25995000,0.00000000,0.10000000,0.63093000,0.00000000,0.62451104
