# Simulation data produced by HOMEO---the homeostat simulation program
# Data printed on: 2013-05-10 12:11:29.316084
# There were exactly 2 units in this simulation
Time,Environment,Environment-unisel,Agent,Agent-unisel,
199,3.21667432,0.00000000,6.71338172,1.00000000,
200,3.25518294,0.00000000,6.69329653,1.00000000,
201,3.25406210,0.00000000,6.74234692,1.00000000,
202,3.31742652,0.00000000,6.98355152,1.00000000,
203,3.32166715,0.00000000,6.73304655,1.00000000,
204,3.33524744,0.00000000,6.84144177,1.00000000,
205,3.38591610,0.00000000,7.09132865,1.00000000,
206,3.44104723,0.00000000,7.21215381,1.00000000,
207,3.46365525,0.00000000,7.20456892,1.00000000,
208,3.48289625,0.00000000,7.44518164,1.00000000,
209,3.52244659,0.00000000,7.15279733,1.00000000,
210,3.54882752,0.00000000,7.27750119,1.00000000,
211,3.57134528,0.00000000,7.30864897,1.00000000,
212,3.58038046,0.00000000,7.25098136,1.00000000,
213,3.59131516,0.00000000,7.60888313,1.00000000,
214,3.62083502,0.00000000,7.66071824,1.00000000,
215,3.67122486,0.00000000,7.61036084,1.00000000,
216,3.69411127,0.00000000,7.90873442,1.00000000,
217,3.69662900,0.00000000,8.13970127,1.00000000,
218,3.73015745,0.00000000,8.05885040,1.00000000,
219,3.75273525,0.00000000,7.72168014,1.00000000,
220,3.77657825,0.00000000,7.94564923,1.00000000,
221,3.82529656,0.00000000,8.22764387,1.00000000,
222,3.86154965,0.00000000,8.24420718,1.00000000,
223,3.91094347,0.00000000,8.08432155,1.00000000,
224,3.90606125,0.00000000,7.70727105,1.00000000,
225,3.95215564,0.00000000,7.57109729,1.00000000,
226,3.96884771,0.00000000,7.35281108,1.00000000,
227,4.02108009,0.00000000,7.14327772,1.00000000,
228,4.03096043,0.00000000,7.09729812,1.00000000,
229,4.04646054,0.00000000,7.25889834,1.00000000,
230,4.07211399,0.00000000,7.69557398,1.00000000,
231,4.08957876,0.00000000,7.75018077,1.00000000,
232,4.12351257,0.00000000,7.79340136,1.00000000,
233,4.16021643,0.00000000,8.00158068,1.00000000,
234,4.20906894,0.00000000,8.07300041,1.00000000,
235,4.26128287,0.00000000,8.04860967,1.00000000,
236,4.29425076,0.00000000,7.87185672,1.00000000,
237,4.34011786,0.00000000,7.87769874,1.00000000,
238,4.37191576,0.00000000,7.49475052,1.00000000,
239,4.39000510,0.00000000,7.43535585,1.00000000,
240,4.44561238,0.00000000,7.35573052,1.00000000,
241,4.46113880,0.00000000,7.65090858,1.00000000,
242,4.51906013,0.00000000,7.43605396,1.00000000,
243,4.54408235,0.00000000,7.59910953,1.00000000,
244,4.60394233,0.00000000,7.86626580,1.00000000,
245,4.61780362,0.00000000,7.87012767,1.00000000,
246,4.63068576,0.00000000,8.11185113,1.00000000,
247,4.62151636,0.00000000,8.16772117,1.00000000,
248,4.67133513,0.00000000,8.30233448,1.00000000,
249,4.74424735,0.00000000,8.26178470,1.00000000,
250,4.82452735,0.00000000,8.34194000,1.00000000,
251,4.84976766,0.00000000,8.42054090,1.00000000,
252,4.84857021,0.00000000,8.62190494,1.00000000,
253,4.86916592,0.00000000,8.55283204,1.00000000,
254,4.92913280,0.00000000,8.48741793,1.00000000,
255,4.94633762,0.00000000,8.55223692,1.00000000,
256,4.97177232,0.00000000,8.90997566,1.00000000,
257,5.01608032,0.00000000,9.07024059,1.00000000,
258,5.02440235,0.00000000,9.00881043,1.00000000,
259,5.03976291,0.00000000,9.15740884,1.00000000,
260,5.08322549,0.00000000,9.23880653,1.00000000,
261,5.12295246,0.00000000,9.60610999,1.00000000,
262,5.11706953,0.00000000,9.50758830,1.00000000,
263,5.16707733,0.00000000,9.00875362,1.00000000,
264,5.23310749,0.00000000,9.22123548,1.00000000,
265,5.23757618,0.00000000,9.00737332,1.00000000,
266,5.26976680,0.00000000,8.98838629,1.00000000,
267,5.27435762,0.00000000,8.89428024,1.00000000,
268,5.32856738,0.00000000,8.68655279,1.00000000,
269,5.27028083,0.00000000,8.44307462,1.00000000,
270,5.33324539,0.00000000,8.53978749,1.00000000,
271,5.32512897,0.00000000,8.64167394,1.00000000,
272,5.36034206,0.00000000,9.20961663,1.00000000,
273,5.44118997,0.00000000,9.71260220,1.00000000,
274,5.49182677,0.00000000,9.79050970,1.00000000,
275,5.49534106,0.00000000,9.86078257,1.00000000,
276,5.56310972,0.00000000,9.60440960,1.00000000,
277,5.54282857,0.00000000,9.34995963,1.00000000,
278,5.58654731,0.00000000,9.57378561,1.00000000,
279,5.63052321,0.00000000,9.98109306,1.00000000,
280,5.68613886,0.00000000,9.78305635,1.00000000,
281,5.67791519,0.00000000,9.67666717,1.00000000,
282,5.77870366,0.00000000,9.85623224,1.00000000,
283,5.83845986,0.00000000,10.00000000,1.00000000,
284,5.92126142,0.00000000,9.70340313,1.00000000,
285,5.93114065,0.00000000,9.94017581,1.00000000,
286,5.95815646,0.00000000,10.00000000,1.00000000,
287,5.95072236,0.00000000,9.32739851,1.00000000,
288,5.98384810,0.00000000,8.63908225,1.00000000,
289,6.00406641,0.00000000,7.92981261,1.00000000,
290,6.02480461,0.00000000,7.62813336,1.00000000,
291,6.01322242,0.00000000,7.11221841,1.00000000,
292,6.10412434,0.00000000,6.67327536,1.00000000,
293,6.13727487,0.00000000,6.37804250,1.00000000,
294,6.16412092,0.00000000,5.55395398,1.00000000,
295,6.18248307,0.00000000,4.94063936,1.00000000,
296,6.23093664,0.00000000,4.15976773,1.00000000,
297,6.22448245,0.00000000,3.67659567,1.00000000,
298,6.20960768,0.00000000,3.20052226,1.00000000,
299,6.21175513,0.00000000,2.45327290,1.00000000,
300,6.24756620,0.00000000,1.97493589,1.00000000,
301,6.28800971,0.00000000,1.43977601,1.00000000,
302,6.28524118,0.00000000,0.82214673,1.00000000,
303,6.32480114,0.00000000,0.22166313,1.00000000,
304,6.38569734,0.00000000,-0.37923889,1.00000000,
305,6.37213135,0.00000000,-0.98565260,1.00000000,
306,6.34488316,0.00000000,-1.58395518,1.00000000,
307,6.37759041,0.00000000,-2.17310468,1.00000000,
308,6.46169495,0.00000000,-2.79173392,1.00000000,
309,6.51159272,0.00000000,-3.35838600,1.00000000,
310,6.57669035,0.00000000,-4.00461439,1.00000000,
311,6.64675871,0.00000000,-4.51190406,1.00000000,
312,6.66456991,0.00000000,-5.11284695,1.00000000,
313,6.72078113,0.00000000,-5.44149043,1.00000000,
314,6.78542529,0.00000000,-5.84798343,1.00000000,
315,6.83518573,0.00000000,-6.19469276,1.00000000,
316,6.86813856,0.00000000,-6.82600353,1.00000000,
317,6.88584077,0.00000000,-7.30941939,1.00000000,
318,6.95020824,0.00000000,-7.85813800,1.00000000,
319,7.00394555,0.00000000,-8.74831365,1.00000000,
320,6.95479819,0.00000000,-9.46026879,1.00000000,
321,6.96353775,0.00000000,-10.00000000,1.00000000,
322,7.05144384,0.00000000,-9.50108656,1.00000000,
323,7.09337205,0.00000000,-9.16150914,1.00000000,
324,7.19552010,0.00000000,-8.95213359,1.00000000,
325,7.20496057,0.00000000,-9.03509088,1.00000000,
326,7.25082995,0.00000000,-8.45178550,1.00000000,
327,7.23157028,0.00000000,-8.10143921,1.00000000,
328,7.29391252,0.00000000,-7.71469147,1.00000000,
329,7.32136072,0.00000000,-7.10343798,1.00000000,
330,7.35363443,0.00000000,-6.62789243,1.00000000,
331,7.37542298,0.00000000,-6.42595366,1.00000000,
332,7.45924419,0.00000000,-6.24274454,1.00000000,
333,7.54116064,0.00000000,-5.94527217,1.00000000,
334,7.54346494,0.00000000,-5.61940820,1.00000000,
335,7.60563347,0.00000000,-5.34430498,1.00000000,
336,7.62678261,0.00000000,-4.97017532,1.00000000,
337,7.65708803,0.00000000,-4.82769127,1.00000000,
338,7.71120102,0.00000000,-4.28541697,1.00000000,
339,7.78175610,0.00000000,-3.93672698,1.00000000,
340,7.75236379,0.00000000,-3.66054405,1.00000000,
341,7.77263836,0.00000000,-3.31659249,1.00000000,
342,7.83989703,0.00000000,-3.04633186,1.00000000,
343,7.85093443,0.00000000,-2.74297919,1.00000000,
344,7.91264713,0.00000000,-2.37287456,1.00000000,
345,7.95772657,0.00000000,-2.02108155,1.00000000,
346,8.10292289,0.00000000,-1.78165151,1.00000000,
347,8.14163593,0.00000000,-1.44530274,1.00000000,
348,8.19245887,0.00000000,-1.19479831,1.00000000,
349,8.20393806,0.00000000,-0.83357938,1.00000000,
350,8.29254732,0.00000000,-0.55122604,1.00000000,
351,8.38282088,0.00000000,-0.23380508,1.00000000,
352,8.44191158,0.00000000,0.07334718,1.00000000,
353,8.47759639,0.00000000,0.36683823,1.00000000,
354,8.50043437,0.00000000,0.64331391,1.00000000,
355,8.49716782,0.00000000,0.92387860,1.00000000,
356,8.46775975,0.00000000,1.24421390,1.00000000,
357,8.48537530,0.00000000,1.59286131,1.00000000,
358,8.50168149,0.00000000,1.85277326,1.00000000,
359,8.58010238,0.00000000,2.07558230,1.00000000,
360,8.59106609,0.00000000,2.40219804,1.00000000,
361,8.62450669,0.00000000,2.57858311,1.00000000,
362,8.57392447,0.00000000,3.04919688,1.00000000,
363,8.63161770,0.00000000,3.38519211,1.00000000,
364,8.75670566,0.00000000,3.60815899,1.00000000,
365,8.79603959,0.00000000,3.67415054,1.00000000,
366,8.88311882,0.00000000,3.86412767,1.00000000,
367,8.83926007,0.00000000,4.43522779,1.00000000,
368,8.85166611,0.00000000,4.42848386,1.00000000,
369,8.91816363,0.00000000,4.88454304,1.00000000,
370,8.96192217,0.00000000,5.09796842,1.00000000,
371,9.01117539,0.00000000,5.66080652,1.00000000,
372,9.02885475,0.00000000,6.00962428,1.00000000,
373,8.97769820,0.00000000,6.07153029,1.00000000,
374,9.02431753,0.00000000,6.28644629,1.00000000,
375,9.11539900,0.00000000,6.93302120,1.00000000,
376,9.12679902,0.00000000,7.00778725,1.00000000,
377,9.11825923,0.00000000,7.19472573,1.00000000,
378,9.10778992,0.00000000,7.65400220,1.00000000,
379,9.08001723,0.00000000,7.39572264,1.00000000,
380,9.13363427,0.00000000,7.73339159,1.00000000,
381,9.16488920,0.00000000,7.71458170,1.00000000,
382,9.24964070,0.00000000,8.02487300,1.00000000,
383,9.28553087,0.00000000,7.71743529,1.00000000,
384,9.39834184,0.00000000,7.91007087,1.00000000,
385,9.47174745,0.00000000,7.87946946,1.00000000,
386,9.51877888,0.00000000,8.05229897,1.00000000,
387,9.56245247,0.00000000,8.24988134,1.00000000,
388,9.46862947,0.00000000,8.10276388,1.00000000,
389,9.47093543,0.00000000,8.34830285,1.00000000,
390,9.47643469,0.00000000,8.44924501,1.00000000,
391,9.57086386,0.00000000,8.62466626,1.00000000,
392,9.60320729,0.00000000,8.79062620,1.00000000,
393,9.59998647,0.00000000,9.14110746,1.00000000,
394,9.59853900,0.00000000,9.37821002,1.00000000,
395,9.67483574,0.00000000,9.69851718,1.00000000,
396,9.79754541,0.00000000,10.00000000,1.00000000,
397,9.88060031,0.00000000,9.72234768,1.00000000,
398,9.87567534,0.00000000,8.98404432,1.00000000,
399,9.98038753,0.00000000,8.42657134,1.00000000,
400,9.95970909,0.00000000,8.03655351,1.00000000,
401,9.93724297,0.00000000,8.05288056,1.00000000,
402,9.92434008,0.00000000,7.37878446,1.00000000,
403,9.92033416,0.00000000,6.84293830,1.00000000,
404,10.00000000,0.00000000,6.31598537,1.00000000,
405,9.92129805,0.00000000,5.53865466,1.00000000,
406,9.79861726,0.00000000,5.25774413,1.00000000,
407,9.68066079,0.00000000,4.98629053,1.00000000,
408,9.66987787,0.00000000,4.54120497,1.00000000,
409,9.59083856,0.00000000,4.20406635,1.00000000,
410,9.44159173,0.00000000,3.91466609,1.00000000,
411,9.37739759,0.00000000,3.49091034,1.00000000,
